,District,School,City,State,Latitude,Longitude
26593,Soda Springs Joint School District,Caribou (Alt) High School,Soda Springs,Idaho,42.65364,-111.59479
26594,South Lemhi School District,Leadore School,Leadore,Idaho,44.5719,-113.3051
26597,St Maries Joint School District,St Maries Community Ed (Alt) School,St Maries,Idaho,47.2432,-116.5648
26598,St Maries Joint School District,St Maries High School,St Maries,Idaho,47.32984,-116.57574
26602,Sugar-Salem Joint School District,Sugar-Salem High School,Sugar City,Idaho,43.87199,-111.75569
26603,Sugar-Salem Joint School District,Kershaw Intermediate School,Sugar City,Idaho,43.87631,-111.74757
26605,Sugar-Salem Joint School District,Valley View Alternative High School,Sugar City,Idaho,43.84041,-111.73777
26607,Teton County School District,Teton High School,Driggs,Idaho,43.7164,-111.111
26611,Teton County School District,Teton Education Center,Driggs,Idaho,43.72673,-111.11104
26613,Teton County District,Basin Jr/Sr High School (Alt),Driggs,Idaho,43.7306,-111.109
26620,Twin Falls School District,Vera C O'Leary Jr High School,Twin Falls,Idaho,42.55557,-114.435
26621,Twin Falls School District,Robert Stuart Jr High School,Twin Falls,Idaho,42.57443,-114.49264
26623,Twin Falls School District,Twin Falls Senior High School,Twin Falls,Idaho,42.57045,-114.45392
26625,Twin Falls School District,Magic Valley Atlernative High School,Twin Falls,Idaho,42.55959,-114.47487
26626,Twin Falls School District,Snake River Juvenile Detention Center,Twin Falls,Idaho,42.54308,-114.4349
26627,Twin Falls School District,Twin Falls Bridge Academy (Alt),Twin Falls,Idaho,42.55986,-114.47525
26628,Twin Falls School District,Magic Valley Coop Prof-Tech Center,Twin Falls,Idaho,42.57791,-114.47209
26629,Valley School District,Valley School,Hazelton,Idaho,42.59333,-114.17101
26631,Wallace School District,Wallace Jr/Sr High School,Wallace,Idaho,47.47445,-115.93149
26632,Weiser School District,Park Intermediate School,Weiser,Idaho,44.2492,-116.95664
26634,Weiser School District,Weiser High School,Weiser,Idaho,44.26019,-116.97947
26636,Wendell School District,Wendell High School,Wendell,Idaho,42.77571,-114.70308
26641,West Jefferson School District,West Jefferson High School,Terreton,Idaho,43.84125,-112.44415
26642,West Side School District,West Side Senior High School,Dayton,Idaho,42.11085,-111.99352
26647,Wilder School District,Cossa,Greenleaf,Idaho,43.66994,-116.81513
26648,Idaho School For The Deaf And Blind,Idaho School For The Deaf And Blind,Gooding,Idaho,42.93075,-114.71265
26649,River Ridge Cusd 210,River Ridge High School,Hanover,Illinois,42.31273,-90.27312
26652,Casey-Westfield Cusd 4C,Casey-Westfield High School,Casey,Illinois,39.30447,-87.98932
26653,Casey-Westfield Cusd 4C,Casey-Westfield Jr High,Casey,Illinois,39.3003,-87.98853
26655,Blue Ridge Cusd 18,Blue Ridge High School,Farmer City,Illinois,40.24685,-88.64666
26660,Norris City-Omaha-Enfield Cusd 3,Norris City-Omaha-Enfield H S,Norris City,Illinois,37.9752,-88.3275
26663,Prairie Central Cusd 8,Prairie Central High School,Fairbury,Illinois,40.7503,-88.50691
26664,Prairie Central Cusd 8,Prairie Central Jr High School,Forrest,Illinois,40.7542,-88.4135
26667,Prairie Central Cusd 8,Chatsworth Grade School,Chatsworth,Illinois,40.74939,-88.2919
26669,Corrections Sch Dist 428 Dept Of,Big Muddy River Correctional Ctr,Ina,Illinois,38.15122,-88.90325
26670,Corrections Sch Dist 428 Dept Of,Southwestern Il Correctional Ctr,E St Louis,Illinois,38.61775,-90.08656
26671,Corrections Sch Dist 428 Dept Of,Healy Program Center North,Chicago,Illinois,41.88304,-87.68658
26672,Corrections Sch Dist 428 Dept Of,Tamms Correctional Center,Tamms,Illinois,37.2379,-89.2657
26673,Corrections Sch Dist 428 Dept Of,Iyc Murphysboro,Murphysboro,Illinois,37.77183,-89.31515
26674,Corrections Sch Dist 428 Dept Of,Pittsfield Work Camp,Pittsfield,Illinois,39.5962,-90.7857
26675,Corrections Sch Dist 428 Dept Of,Vandalia Work Camp,Vandalia,Illinois,38.96623,-89.09104
26676,Corrections Sch Dist 428 Dept Of,Pinckneyville Correctional Center,Pinckneyville,Illinois,38.08296,-89.32223
26677,Corrections Sch Dist 428 Dept Of,Iyc Chicago,Chicago,Illinois,41.88362,-87.68665
26678,Corrections Sch Dist 428 Dept Of,Decatur Correctional Center,Decatur,Illinois,39.8921,-88.92397
26679,Corrections Sch Dist 428 Dept Of,Iyc Kewanee,Kewanee,Illinois,41.24899,-89.89102
26680,Corrections Sch Dist 428 Dept Of,Centralia Correctional Center,Centralia,Illinois,38.5551,-89.1978
26681,Corrections Sch Dist 428 Dept Of,Dwight Correctional Center,Dwight,Illinois,41.0931,-88.4766
26682,Corrections Sch Dist 428 Dept Of,East Moline Correctional Center,East Moline,Illinois,41.4137,-90.56955
26683,Corrections Sch Dist 428 Dept Of,Graham Correctional Center,Hillsboro,Illinois,39.12785,-89.46809
26684,Corrections Sch Dist 428 Dept Of,Illinois Youth Center-Warrenville,Warrenville,Illinois,41.81052,-88.21272
26685,Corrections Sch Dist 428 Dept Of,Illinois Youth Center-Joliet,Joliet,Illinois,41.51455,-88.15081
26686,Corrections Sch Dist 428 Dept Of,Kankakee M S U,Manteno,Illinois,41.22044,-88.03522
26687,Corrections Sch Dist 428 Dept Of,Illinois Youth Ctr - St Charles,St Charles,Illinois,41.90109,-88.33811
26688,Corrections Sch Dist 428 Dept Of,Logan Correctional Center,Lincoln,Illinois,40.11414,-89.39137
26689,Corrections Sch Dist 428 Dept Of,Menard Correctional Center,Menard,Illinois,37.91171,-89.84399
26690,Corrections Sch Dist 428 Dept Of,Il Youth Center - Pere Marquette,Grafton,Illinois,38.97157,-90.45872
26691,Corrections Sch Dist 428 Dept Of,Pontiac Correctional Center,Pontiac,Illinois,40.8717,-88.6361
26692,Corrections Sch Dist 428 Dept Of,Stateville Correctional Center,Joliet,Illinois,41.58032,-88.08301
26693,Corrections Sch Dist 428 Dept Of,Vandalia Correctional Center,Vandalia,Illinois,38.9956,-89.1035
26694,Corrections Sch Dist 428 Dept Of,Vienna Correctional Center,Vienna,Illinois,37.3975,-88.7765
26695,Corrections Sch Dist 428 Dept Of,Lawrence Correctional Center,Sumner,Illinois,38.6738,-87.8423
26696,Corrections Sch Dist 428 Dept Of,School District 428 Iyc-Hrb,Harrisburg,Illinois,37.73877,-88.55964
26697,Corrections Sch Dist 428 Dept Of,Dixon Correctional Center,Dixon,Illinois,41.87842,-89.48665
26698,Corrections Sch Dist 428 Dept Of,Jacksonville Correctional Center,Jacksonville,Illinois,39.72331,-90.17689
26699,Corrections Sch Dist 428 Dept Of,Lincoln Correctional Center,Lincoln,Illinois,40.1472,-89.3713
26700,Corrections Sch Dist 428 Dept Of,Shawnee Correctional Center,Vienna,Illinois,37.3994,-88.7773
26701,Corrections Sch Dist 428 Dept Of,Danville Correctional Center,Danville,Illinois,40.13287,-87.56837
26702,Corrections Sch Dist 428 Dept Of,Hill Correctional Center,Galesburg,Illinois,40.95454,-90.40264
26703,Corrections Sch Dist 428 Dept Of,Western Illinois Correctional Ctr,Mt Sterling,Illinois,39.994,-90.7182
26704,Corrections Sch Dist 428 Dept Of,Illinois River Correctional Ctr,Canton,Illinois,40.49204,-90.19845
26705,Corrections Sch Dist 428 Dept Of,Taylorville Correctional Center,Taylorville,Illinois,39.5069,-89.2203
26706,Corrections Sch Dist 428 Dept Of,Robinson Correctional Center,Robinson,Illinois,39.0006,-87.7545
26707,Corrections Sch Dist 428 Dept Of,Sheridan Correctional Center,Sheridan,Illinois,41.51497,-88.68811
26709,Eastland Cusd 308,Eastland High School,Lanark,Illinois,42.09732,-89.82606
26713,Beach Park Ccsd 3,Kenneth Murphy School,Beach Park,Illinois,42.42994,-87.84789
26714,Beach Park Ccsd 3,Oak Crest School,Beach Park,Illinois,42.42171,-87.85548
26718,Quincy Area Voc Ctr,Quincy Area Voc Ctr,Quincy,Illinois,39.9302,-91.36268
26719,Goreville Cud 1,Goreville High School,Goreville,Illinois,37.55436,-88.97909
26721,Joppa-Maple Grove Ud 38,Joppa Jr & Sr High School,Joppa,Illinois,37.21453,-88.84503
26723,Jamp Spec Educ Services,Jamp Vocational Center,Olmsted,Illinois,37.2037,-89.0962
26724,Jamp Spec Educ Services,Grand Chain Alternative Center,Grand Chain,Illinois,37.2502,-89.0212
26725,Jamp Spec Educ Services,Cairo Altenative Center,Cairo,Illinois,37.0061,-89.1815
26726,Okaw Area Vocational Center,Okaw Area Vocational Center,Vandalia,Illinois,38.97198,-89.10027
26727,Boone County Spec Educ Coop,Boone County Center,Belvidere,Illinois,42.24675,-88.83183
26728,Eastern Ill Area Of Spec Educ,H E L P  Arcola,Arcola,Illinois,39.68233,-88.2974
26729,Eastern Ill Area Of Spec Educ,H E L P  Marshall,Marshall,Illinois,39.3843,-87.69092
26730,Eastern Ill Area Of Spec Educ,H E L P  Martinsville,Martinsville,Illinois,,
26731,Eastern Ill Area Of Spec Educ,H E L P  Shelbyville,Shelbyville,Illinois,39.40678,-88.79513
26732,Eastern Ill Area Of Spec Educ,H E L P  Sullivan,Sullivan,Illinois,39.58449,-88.609
26733,Eastern Ill Area Of Spec Educ,Tlc Funkhouser,Effingham,Illinois,39.09127,-88.61468
26734,Eastern Ill Area Of Spec Educ,Treatment & Learning Center,Humboldt,Illinois,39.6082,-88.3179
26735,Eastern Ill Area Of Spec Educ,Diagnostic & Developmental Ctr,Mattoon,Illinois,39.47096,-88.36035
26736,Eastern Ill Area Of Spec Educ,Treatment & Learning Center,Kansas,Illinois,39.5474,-87.9253
26737,A E R O  Spec Educ Coop,Aero Educational Center,Burbank,Illinois,41.75376,-87.76956
26738,A E R O  Spec Educ Coop,P R I D E School,Burbank,Illinois,41.75015,-87.77782
26739,S W Cook Co Coop Assoc Special Ed,Destiny - Transition,Palos Hills,Illinois,,
26740,S W Cook Co Coop Assoc Special Ed,Project Challenge,Tinley Park,Illinois,,
26741,S W Cook Co Coop Assoc Special Ed,Braun Educational Center,Oak Forest,Illinois,,
26744,Exc Children Have Opportunities,Pace Jr High - St Isidore,Calumet Park,Illinois,41.66259,-87.66563
26745,Exc Children Have Opportunities,Echo School,South Holland,Illinois,41.61555,-87.62511
26746,Exc Children Have Opportunities,Academy For Learning,Blue Island,Illinois,41.64225,-87.67972
26749,Speed Seja #802,Speed Program For Adaptive Learn,Chicago Heights,Illinois,41.51201,-87.66443
26750,Speed Seja #802,Speed Independence High School,Country Club Hill,Illinois,41.55705,-87.71746
26752,Speed Seja #802,Speed Early Learning Center,Park Forest,Illinois,41.48028,-87.67
26753,Speed Seja #802,Park Forest Academy,Park Forest,Illinois,41.473,-87.6863
26754,Speed Seja #802,Tech & Trade,Cntry Club Hills,Illinois,41.5571,-87.7182
26755,Proviso Area Exceptional Child,Paec Education Center  Ec,Maywood,Illinois,41.87221,-87.84479
26757,Proviso Area Exceptional Child,Alternative Bd/Ed High Sch,Maywood,Illinois,41.87221,-87.84479
26758,Proviso Area Exceptional Child,Proviso Area Except Child Center,Maywood,Illinois,41.87334,-87.84487
26759,Northern Suburban Spec Ed Dist,North Shore Academy,Highland Park,Illinois,42.16618,-87.81858
26761,Northern Suburban Spec Ed Dist,Ed & Life Skills Transition So,Glenview,Illinois,42.0885,-87.797
26762,Northern Suburban Spec Ed Dist,Early Childhood Innovative Learn,Highland Park,Illinois,42.1662,-87.8187
26763,Nw Suburban Spec Educ Org,N W Suburban Academy,Arlington Heights,Illinois,42.04783,-87.9725
26764,Nw Suburban Spec Educ Org,James Whitcomb Riley School,Arlington Heights,Illinois,42.12775,-87.9682
26765,Nw Suburban Spec Educ Org,Westbrook School,Mt Prospect,Illinois,42.06334,-87.95916
26766,Nw Suburban Spec Educ Org,Kirk School,Palatine,Illinois,42.101,-88.04374
26767,Nw Suburban Spec Educ Org,Miner School,Arlington Heights,Illinois,42.08434,-87.96915
26768,Nw Suburban Spec Educ Org,Pamela K Gillet Education Ctr,Arlington Heights,Illinois,42.07963,-87.95179
26769,Bloomington Area Voc Ctr,Bloomington Area Voc Ctr,Bloomington,Illinois,40.48504,-88.97305
26770,Technology Center Of Dupage,Technology Center Of Dupage,Addison,Illinois,41.92569,-88.0416
26771,Philip J Rock Center And School,Phillip J Rock Center And School,Glen Ellyn,Illinois,41.86222,-88.05356
26773,Gibson City-Melvin-Sibley Cusd 5,Gcms High School,Gibson City,Illinois,40.47449,-88.37397
26776,Farmington Central Cusd 265,Farmington Central High Sch,Farmington,Illinois,40.69686,-89.99682
26777,Farmington Central Cusd 265,Farmington Central Jr High Sch,Farmington,Illinois,40.6998,-89.9867
26779,Gallatin Cusd 7,Gallatin High School,Junction,Illinois,37.74001,-88.27688
26782,Franklin-Jefferson Co Sp Ed Dist,Kmc 801 Bd Center,Mt Vernon,Illinois,38.3067,-88.8981
26783,Iroquois Special Education,Nexus Education Ctr,Onarga,Illinois,40.71572,-88.00416
26784,Iroquois Special Education,First Christian Church,Gibson City,Illinois,40.47003,-88.37577
26785,Iroquois Special Education,West Lawn School,Paxton,Illinois,40.45753,-88.09305
26786,Iroquois Special Education,Bryce Ash Grove Ed Ctr,Milford,Illinois,40.64714,-87.78795
26787,Tri-County Sp Ed Jnt Agreement,Tri-County Ward,Duquoin,Illinois,38.01087,-89.22438
26788,Tri-County Sp Ed Jnt Agreement,Tri-County South - Choate,Anna,Illinois,37.47113,-89.24512
26789,Tri-County Sp Ed Jnt Agreement,Tri-County-Mcelvain,Murphysboro,Illinois,37.80739,-89.33997
26790,Tri-County Sp Ed Jnt Agreement,Tri-County Logan,Murphysboro,Illinois,,
26791,Tri-County Sp Ed Jnt Agreement,Tri-County Center,Murphysboro,Illinois,37.7568,-89.3414
26792,Fox Valley Career Center,Fox Valley Career Center,Maple Park,Illinois,41.88034,-88.53202
26793,Mid-Valley Special Ed Coop,Mades Johnstone Center,Saint Charles,Illinois,41.90657,-88.2953
26794,Kankakee Area Spec Educ Coop,Kankakee Area Co-Op Day School,Kankakee,Illinois,41.07901,-87.86975
26795,Galesburg Area Voc Ctr,Galesburg Area Voc Ctr,Galesburg,Illinois,40.96255,-90.38871
26796,Spec Educ Dist Lake County/Sedol,Fairfield Academy,Mundelein,Illinois,42.25643,-88.09712
26797,Spec Educ Dist Lake County/Sedol,Gages Lake School,Gages Lake,Illinois,42.35334,-87.9874
26798,Spec Educ Dist Lake County/Sedol,John Powers Center,Vernon Hills,Illinois,42.24301,-87.96762
26799,Spec Educ Dist Lake County/Sedol,Laremont School,Gages Lake,Illinois,42.35334,-87.98744
26800,Spec Educ Dist Lake County/Sedol,Cyd Lash Academy,Gages Lake,Illinois,42.35331,-87.98477
26801,Spec Educ Dist Lake County/Sedol,Sally Potter School,Mundelein,Illinois,42.2683,-88.0141
26802,Spec Educ Dist Lake County/Sedol,Marjorie Ureche Ec Center,Gages Lake,Illinois,42.3533,-87.9865
26803,Spec Educ Dist Lake County/Sedol,Hollister Transition,Libertyville,Illinois,42.25,-87.9441
26804,Spec Educ Dist Lake County/Sedol,Corporate / Commerce Transition,Grayslake,Illinois,42.3417,-88.021
26805,Spec Educ Dist Lake County/Sedol,Hawley Transition,Mundelein,Illinois,42.2717,-87.9936
26806,Livingston Area Voc Ctr,Livingston Area Voc Ctr,Pontiac,Illinois,40.88842,-88.61901
26808,Lincolnland Technical Ed Ctr,Lincolnland Technical Ed Ctr,Lincoln,Illinois,40.13762,-89.3582
26809,Decatur Area Technical Academy,Decatur Area Technical Academy,Decatur,Illinois,39.84583,-88.95295
26810,Madison Co Educ Therapy Ctr,Madison Co Educ Therapy Pgm,Alton,Illinois,38.89686,-90.19216
26811,Collinsville Area Career Ctr,Collinsville Area Career Ctr,Collinsville,Illinois,38.64579,-90.01224
26812,J B Johnson Career Development,J B Johnson Career Development,Alton,Illinois,,
26813,Kaskaskia Spec Educ District,Bronson Center,Centralia,Illinois,38.50479,-89.13793
26814,Kaskaskia Spec Educ District,Hoyleton Education Center,Hoyleton,Illinois,38.44737,-89.27424
26815,Kaskaskia Spec Educ District,Kaskaskia Education Center,Centralia,Illinois,38.53307,-89.16
26816,Kaskaskia Spec Educ District,Hudelson Education Center,Centralia,Illinois,38.5221,-89.132
26818,Marengo-Union Elem Cons Dist 165,Evergreen Park Early Learning Ctr,Union,Illinois,,
26820,Four Rivers Spec Educ Dist,Ivan K Garrison Center,Jacksonville,Illinois,39.71616,-90.24399
26821,Ogle Co Education Cooperative,Chana Educ Center/Rock River,Chana,Illinois,41.98093,-89.22153
26822,United Twp Area Career Ctr,United Twp Area Career Ctr,East Moline,Illinois,41.49105,-90.43275
26823,Black Hawk Area Sp Ed District,Phoenix Program,Carbon Cliff,Illinois,41.4938,-90.387
26825,Northwest Sp Ed District,Northwest Academy Program,Hanover,Illinois,,
26826,Tazewell-Mason Cntys Sp Ed Assoc,Schramm Education Center,Pekin,Illinois,40.57165,-89.60788
26827,Georgetown-Ridge Farm Cud 4,Georgetown-Ridge Farm High School,Georgetown,Illinois,39.97321,-87.63888
26831,Lincoln-Way Area Spec Ed Ja Dist,Martin P Mckay Education Center,New Lenox,Illinois,41.50713,-87.96422
26832,Lincoln-Way Area Spec Ed Ja Dist,Pioneer Grove Educational Center,Frankfort,Illinois,,
26833,Dept Of Human Services,Illinois School For The Deaf,Jacksonville,Illinois,39.73446,-90.25095
26834,Dept Of Human Services,Il Sch For The Visually Impaired,Jacksonville,Illinois,39.73431,-90.21898
26835,Dept Of Human Services,Il Center For Rehab & Educ-R,Chicago,Illinois,41.86673,-87.67561
26836,Isu  Laboratory Schools,Thomas Metcalf School,Normal,Illinois,40.51032,-88.99791
26837,Isu  Laboratory Schools,University High School,Normal,Illinois,40.51823,-88.99439
26838,University Of Ill Lab School,University Of Illinois High Sch,Urbana,Illinois,40.11273,-88.22413
26839,Il Mathematics & Science Academy,Il Mathematics & Science Academy,Aurora,Illinois,41.78828,-88.35544
26840,Brussels Cusd 42,Brussels High School,Brussels,Illinois,38.948,-90.5897
26841,Brussels Cusd 42,Brussels Grade School,Brussels,Illinois,38.948,-90.5897
26844,A-C Central Cusd 262,A-C Central High School,Ashland,Illinois,39.88473,-90.01037
26846,Heritage Cusd 8,Heritage High School,Broadlands,Illinois,39.90782,-87.99446
26847,Heritage Cusd 8,Heritage Jr High School,Homer,Illinois,40.03624,-87.96366
26849,Ridgeview Cusd 19,Ridgeview High School,Colfax,Illinois,40.5643,-88.616
26850,Ridgeview Cusd 19,Ridgeview Jr High School,Colfax,Illinois,40.5643,-88.616
26852,North Chicago Sd 187,Neal Math Science Academy,North Chicago,Illinois,42.32499,-87.85513
26855,North Chicago Sd 187,Novak-King Sixth Grade Center,North Chicago,Illinois,42.33239,-87.85499
26856,North Chicago Sd 187,North Chicago Community High Sch,North Chicago,Illinois,42.32873,-87.85278
26862,Streator Esd 44,Northlawn Jr High School,Streator,Illinois,41.1353,-88.83414
26867,Illini Central Cusd 189,Illini Central High School,Mason City,Illinois,40.20333,-89.7069
26868,Illini Central Cusd 189,Illini Central Grade School,Mason City,Illinois,40.20333,-89.7069
26870,South Central Cud 401,South Central High School,Farina,Illinois,38.836,-88.77782
26874,Henry-Senachwine Cusd 5,Henry-Senachwine High School,Henry,Illinois,41.11518,-89.36783
26875,Henry-Senachwine Cusd 5,Henry-Senachwine Grade Sch00L,Henry,Illinois,41.1154,-89.35136
26876,Sangamon Area Spec Ed Dist,Sased Central-Proj Ican & Pace,Springfield,Illinois,39.77265,-89.6184
26877,Williamson Co Spec Educ District,Chittyville Alternative Center,Herrin,Illinois,37.80897,-89.0215
26878,Williamson Co Spec Educ District,Williamson Co Learning Cntr,Marion,Illinois,37.7275,-88.9328
26879,Williamson Co Spec Educ District,School For Hearing Impaired,Marion,Illinois,37.7382,-88.9175
26887,North Shore Sd 112,Northwood Jr High School,Highland Park,Illinois,42.20361,-87.82434
26892,Shiloh Cusd 1,Shiloh High School,Hume,Illinois,39.78797,-87.86016
26893,Shiloh Cusd 1,Newman Grade School,Newman,Illinois,39.79672,-87.98809
26895,Meridian Cusd 15,Meridian High School,Macon,Illinois,39.70286,-88.99782
26897,Meridian Cusd 15,Meridian Intermediate School,Blue Mound,Illinois,39.69865,-89.12122
26899,Bureau Valley Cusd 340,Bureau Valley High School,Manlius,Illinois,41.4558,-89.6679
26900,Bureau Valley Cusd 340,Bureau Valley North,Walnut,Illinois,41.55465,-89.59578
26903,Bureau Valley Cusd 340,Bureau Valley South,Buda,Illinois,41.32579,-89.68192
26905,Bureau Valley Cusd 340,Roe Bureau Cty Alt Sch,Wyanet,Illinois,41.3607,-89.5871
26906,Bureau Valley Cusd 340,Behavior Disorder Program Coop,Wyanet,Illinois,41.3607,-89.5871
26907,Midland Cusd 7,Midland High School,Varna,Illinois,41.02675,-89.29112
26910,North Dupage Sp Ed Cooperative,Mark Lund Childrens Home,Bloomingdale,Illinois,41.95048,-88.06873
26911,North Dupage Sp Ed Cooperative,Lincoln Academy,Roselle,Illinois,41.98974,-88.08705
26913,Lewistown Cusd 97,Lewistown High School,Lewistown,Illinois,40.41107,-90.15497
26915,Lasalle-Peru Area Career Ctr,Lasalle-Peru Area Career Ctr,Lasalle,Illinois,41.33341,-89.10451
26916,Adams/Pike Roe,Chaddock Cares Program,Quincy,Illinois,39.93315,-91.39792
26917,Alxndr/John/Masc/Pulski/Union Roe,Five County Regional Alternative,Cairo,Illinois,37.00495,-89.17123
26918,Alxndr/John/Masc/Pulski/Union Roe,Safe School Roe2,Ullin,Illinois,37.311,-89.0826
26919,Alxndr/John/Masc/Pulski/Union Roe,Barnes Hall - Anna,Ullin,Illinois,37.311,-89.0826
26920,Alxndr/John/Masc/Pulski/Union Roe,West Vienna Learning Center,Ullin,Illinois,37.311,-89.0826
26921,Alxndr/John/Masc/Pulski/Union Roe,Roe Safe School - Cairo,Ullin,Illinois,37.311,-89.0826
26922,Alxndr/John/Masc/Pulski/Union Roe,Roe Safe School - Metropolis,Ullin,Illinois,37.311,-89.0826
26923,Alxndr/John/Masc/Pulski/Union Roe,Dewey Hall - Anna,Ullin,Illinois,37.311,-89.0826
26924,Bond/Effingham/Fayette Roe,The New Approach School,Vandalia,Illinois,38.97521,-89.11473
26925,Bond/Effingham/Fayette Roe,Focus Jr Safe School,Vandalia,Illinois,38.97521,-89.11473
26926,Bond/Effingham/Fayette Roe,Tristar Acad Safe Sch Program,Effingham,Illinois,39.105,-88.5425
26927,Bond/Effingham/Fayette Roe,Aspire Alternative High School,Effingham,Illinois,39.105,-88.5425
26928,Boone/Winnebago Roe,Regional Learning Ctr,Rockford,Illinois,42.26307,-89.07778
26929,Boone/Winnebago Roe,Regional Learning Center Ark,Belvidere,Illinois,42.25479,-88.83416
26930,Boone/Winnebago Roe,Regional Learning Academy,Rockford,Illinois,42.26137,-89.08395
26931,Boone/Winnebago Roe,Regional Alternative School,Loves Park,Illinois,42.31438,-89.04702
26932,Brown/Cass/Morgan/Scott Roe,Educational Support Program,Jacksonville,Illinois,39.73796,-90.23976
26933,Brown/Cass/Morgan/Scott Roe,Cbs Alternative School,Beardstown,Illinois,40.00449,-90.4068
26934,Brown/Cass/Morgan/Scott Roe,Arc,Jacksonville,Illinois,39.73796,-90.23976
26935,Bureau/Henry/Stark Roe,Bureau Cnty Coop Alt Sch,Wyanet,Illinois,41.3979,-89.5702
26936,Bureau/Henry/Stark Roe,Rock River Coop Alt Sch,Geneseo,Illinois,41.45088,-90.26034
26937,Calhoun/Greene/Jersey/Macoupn Roe,Roe Adult Learning Ctr Macoupin,Carlinville,Illinois,39.2933,-89.87624
26938,Calhoun/Greene/Jersey/Macoupn Roe,Roe Adult Learning Ctr,Jerseyville,Illinois,39.11824,-90.32506
26939,Calhoun/Greene/Jersey/Macoupn Roe,Roe Safe Sch Macoupin,Carlinville,Illinois,39.2933,-89.87624
26940,Calhoun/Greene/Jersey/Macoupn Roe,Roe Safe Sch  Jersey,Jerseyville,Illinois,39.11824,-90.32506
26941,Carroll/Jo Daviess/Stephenson Roe,Rap,Freeport,Illinois,42.29601,-89.62089
26942,Carroll/Jo Daviess/Stephenson Roe,Rap,Savanna,Illinois,42.09461,-90.15559
26943,Carroll/Jo Daviess/Stephenson Roe,Freeport Alternative High Sch,Freeport,Illinois,42.28671,-89.62672
26944,Carroll/Jo Daviess/Stephenson Roe,Freeport Alternative High Sch,Freeport,Illinois,42.28671,-89.62672
26945,Champaign/Ford Roe,R E A D Y High School,Champaign,Illinois,40.11609,-88.24044
26946,Champaign/Ford Roe,Youth Detention Center,Urbana,Illinois,40.1128,-88.18508
26948,Christian/Montgomery Roe,Chrismont Safe School,Morrisonville,Illinois,39.41521,-89.45535
26949,Clay/Cwford/Jsper/Lwrnce/Rhland,Truant Alternative Optional Ed,Olney,Illinois,38.73101,-88.08503
26950,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Program Roe 12,Olney,Illinois,38.7281,-88.08391
26951,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Roe 12 Clay County,Louisville,Illinois,38.7709,-88.4996
26952,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Roe 12 Jasper County,Newton,Illinois,38.99087,-88.16113
26953,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Roe12 Crawford Cnty,Robinson,Illinois,39.00488,-87.73202
26954,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Roe12 Lawrence Cnty,Lawrenceville,Illinois,38.73077,-87.68213
26955,Clay/Cwford/Jsper/Lwrnce/Rhland,Safe School Roe12 Richland Co,Olney,Illinois,38.7281,-88.08391
26956,Clinton/Marion/Washington Roe,Centralia Alternative School,Centralia,Illinois,38.54946,-89.12917
26957,Clinton/Marion/Washington Roe,Safe School Program  Centralia,Centralia,Illinois,38.50479,-89.13793
26959,Clinton/Marion/Washington Roe,Clnton/Mrn/Wshngtn Truant Alt Sch,Salem,Illinois,38.62794,-88.94452
26960,Clk Cls Cmbn Dglas Edgr Mltr Shlb,Pathways  Roe 11,Mattoon,Illinois,39.4849,-88.34629
26961,Clk Cls Cmbn Dglas Edgr Mltr Shlb,Charleston Bridges,Charleston,Illinois,39.49285,-88.17447
26962,Clk Cls Cmbn Dglas Edgr Mltr Shlb,Paris Bridges,Paris,Illinois,39.61334,-87.69658
26963,Clk Cls Cmbn Dglas Edgr Mltr Shlb,Lerna Bridges,Lerna,Illinois,39.4172,-88.2857
26964,Clk Cls Cmbn Dglas Edgr Mltr Shlb,Shelbyville Bridges,Shelbyville,Illinois,39.41563,-88.79759
26965,Cowden-Herrick Cusd 3A,Cowden-Herrick High School,Cowden,Illinois,39.2253,-88.8925
26968,De Witt Livingston  Mclean Roe,Regional Alternative School,Bloomington,Illinois,40.47943,-88.99672
26969,De Witt Livingston  Mclean Roe,Safe School Program,Bloomington,Illinois,40.47943,-88.99672
26970,De Witt Livingston  Mclean Roe,Regional Alternative School,Bloomington,Illinois,40.47943,-88.99672
26971,Dekalb Roe,Kec Central Efe 170,Dekalb,Illinois,41.91999,-88.75398
26972,Dupage Roe,Partners For Success-Old Mill Sch,Addison,Illinois,41.94264,-88.00377
26973,Dupage Roe,Dupage Alop,Addison,Illinois,41.94264,-88.00377
26974,Edwd/Gltn/Hdin/Pop/Slne/Wbh/Wn/Wh,Learning Alt Branch  Harrisburg,Harrisburg,Illinois,37.7375,-88.5403
26975,Edwd/Gltn/Hdin/Pop/Slne/Wbh/Wn/Wh,Learning Alt Branch  Mill Shoals,Mill Shoals,Illinois,38.2296,-88.329
26976,Edwd/Gltn/Hdin/Pop/Slne/Wbh/Wn/Wh,Learning Alt Branch Mill Shoals,Mill Shoals,Illinois,38.2296,-88.329
26977,Franklin/Williamson Roe,Project Echo,Johnston City,Illinois,37.81896,-88.92704
26978,Franklin/Williamson Roe,Starquest Acad Reg Safe Sch Prg,Benton,Illinois,38.00066,-88.92468
